,year,Exports,latitde,longitude,color,country,Imports,unemployment
0,1991,41218.41,47.516231,14.550072,1,Austria,54383.23,5.823096
1,1992,44392.88,47.516231,14.550072,1,Austria,57146.05,5.941711
2,1993,40190.33,47.516231,14.550072,1,Austria,48950.21,6.811381
3,1994,45059,47.516231,14.550072,1,Austria,55115.38,6.54548
4,1995,57585.45,47.516231,14.550072,1,Austria,64439.78,6.589767
5,1996,57830.18,47.516231,14.550072,1,Austria,66951.82,7.033851
6,1997,58533.21,47.516231,14.550072,1,Austria,64973.34,7.103283
7,1998,62637.92,47.516231,14.550072,1,Austria,68196.4,7.184796
8,1999,64164.47,47.516231,14.550072,1,Austria,69606.05,6.645249
9,2000,64228.91,47.516231,14.550072,1,Austria,69092,5.803798
10,2001,66605.5,47.516231,14.550072,1,Austria,70598.17,6.094126
11,2002,73168.82,47.516231,14.550072,1,Austria,72872.45,6.871619
12,2003,89276.86,47.516231,14.550072,1,Austria,91575.15,7.014327
13,2004,111635.2,47.516231,14.550072,1,Austria,113200.4,7.067993
14,2005,117515.2,47.516231,14.550072,1,Austria,119705.3,7.272203
15,2006,130238.8,47.516231,14.550072,1,Austria,130830.3,6.779991
16,2007,157087.2,47.516231,14.550072,1,Austria,156527.2,6.212398
17,2008,173591,47.516231,14.550072,1,Austria,176281.4,5.900179
18,2009,130668.7,47.516231,14.550072,1,Austria,136040.5,7.277396
19,2010,144935.9,47.516231,14.550072,1,Austria,150497.6,6.924822
20,2011,169826,47.516231,14.550072,1,Austria,182808.6,6.724885
21,2012,159107.1,47.516231,14.550072,1,Austria,169989.1,6.97184
22,2013,167217,47.516231,14.550072,1,Austria,173746.6,7.616157
23,2014,170174,47.516231,14.550072,1,Austria,172741.9,8.368532
24,2015,145926,47.516231,14.550072,1,Austria,148323.8,9.10786
25,2016,101712.5616,47.516231,14.550072,1,Austria,107383.7092,9.067555
26,2017,101712.5616,47.516231,14.550072,1,Austria,107383.7092,8.872358
0,1991,139363.6889,50.503887,4.469936,2,Belgium,287394.1087,6.439811
1,1992,148396.8667,50.503887,4.469936,2,Belgium,287394.1087,7.088083
2,1993,125857.4,50.503887,4.469936,2,Belgium,116670.3,8.619116
3,1994,143836.8,50.503887,4.469936,2,Belgium,129613.8,9.753488
4,1995,175496.4,50.503887,4.469936,2,Belgium,154411.8,9.67386
5,1996,175388.5,50.503887,4.469936,2,Belgium,162122.2,9.543726
6,1997,171783.8,50.503887,4.469936,2,Belgium,157565.4,9.212427
7,1998,178992.1,50.503887,4.469936,2,Belgium,164829.7,9.338412
8,1999,179023.2,50.503887,4.469936,2,Belgium,164608.1,8.484549
9,2000,187872.9,50.503887,4.469936,2,Belgium,177223.8,6.874786
10,2001,190515.7,50.503887,4.469936,2,Belgium,178940.6,6.590747
11,2002,216277.2,50.503887,4.469936,2,Belgium,198607.2,7.528499
12,2003,255666,50.503887,4.469936,2,Belgium,235079.4,8.185468
13,2004,307715.3,50.503887,4.469936,2,Belgium,286369.5,8.390217
14,2005,335193.6,50.503887,4.469936,2,Belgium,318536.1,8.442446
15,2006,366568.3,50.503887,4.469936,2,Belgium,352699.1,8.259225
16,2007,431632.3,50.503887,4.469936,2,Belgium,412729.1,7.488605
17,2008,471908.3,50.503887,4.469936,2,Belgium,466862.6,6.964459
18,2009,371731.7,50.503887,4.469936,2,Belgium,354932.4,7.884973
19,2010,407417,50.503887,4.469936,2,Belgium,391473.9,8.302332
20,2011,476782.4,50.503887,4.469936,2,Belgium,467841.5,7.158453
21,2012,446965.7,50.503887,4.469936,2,Belgium,440021.1,7.568119
22,2013,467441.2,50.503887,4.469936,2,Belgium,449382.6,8.454513
23,2014,472864.4,50.503887,4.469936,2,Belgium,453677.4,8.534938
24,2015,398079.4,50.503887,4.469936,2,Belgium,375866.9,8.501206
25,2016,302391.7217,50.503887,4.469936,2,Belgium,287394.1087,7.96702
26,2017,302391.7217,50.503887,4.469936,2,Belgium,287394.1087,8.066657148
0,1991,5616.57679,42.733883,25.48583,3,Bulgaria,17858.90138,11.98816656
1,1992,5528.454593,42.733883,25.48583,3,Bulgaria,17858.90138,13.235
2,1993,5717.120444,42.733883,25.48583,3,Bulgaria,17858.90138,15.85583
3,1994,5604.155333,42.733883,25.48583,3,Bulgaria,17858.90138,14.06583
4,1995,5264.088,42.733883,25.48583,3,Bulgaria,5106.36,11.38583
5,1996,6283.118,42.733883,25.48583,3,Bulgaria,6707.059,11.06167
6,1997,5265.26,42.733883,25.48583,3,Bulgaria,5340.332,14.04583
7,1998,4245.864,42.733883,25.48583,3,Bulgaria,4967.955,12.20333
8,1999,3935.358,42.733883,25.48583,3,Bulgaria,5434.541,13.7825
9,2000,4809.846,42.733883,25.48583,3,Bulgaria,6009.206,18.12917
10,2001,5121.561,42.733883,25.48583,3,Bulgaria,6704.986,17.50833
11,2002,5613.248,42.733883,25.48583,3,Bulgaria,7268.28,17.42667
12,2003,7533.581,42.733883,25.48583,3,Bulgaria,10042.26,14.25917
13,2004,9925.362,42.733883,25.48583,3,Bulgaria,13318.98,12.67
14,2005,11710.18,42.733883,25.48583,3,Bulgaria,16730.62,11.45083
15,2006,15025.02,42.733883,25.48583,3,Bulgaria,21684.79,9.6025
16,2007,18437.53,42.733883,25.48583,3,Bulgaria,28543.98,7.736667
17,2008,22548.05,42.733883,25.48583,3,Bulgaria,35490.17,6.301667
18,2009,16341.77,42.733883,25.48583,3,Bulgaria,22140.77,7.584167
19,2010,20522.16,42.733883,25.48583,3,Bulgaria,24211.69,9.473333
20,2011,28224.5,42.733883,25.48583,3,Bulgaria,31202.91,9.595833
21,2012,26665.9,42.733883,25.48583,3,Bulgaria,31171.16,11.0925
22,2013,29576.93,42.733883,25.48583,3,Bulgaria,32829.48,11.315
23,2014,29333.93,42.733883,25.48583,3,Bulgaria,32333.66,11.16417
24,2015,25604.44,42.733883,25.48583,3,Bulgaria,27797.74,10.06667
25,2016,14380.36648,42.733883,25.48583,3,Bulgaria,17858.90138,8.691667
26,2017,14814.47498,42.733883,25.48583,3,Bulgaria,17858.90138,11.98816656
0,1991,128548,56.130366,-106.34677,4,Canada,122571.4,10.31667
1,1992,134811,56.130366,-106.34677,4,Canada,127524.3,11.21667
2,1993,146943.3,56.130366,-106.34677,4,Canada,136887.9,11.375
3,1994,166549.1,56.130366,-106.34677,4,Canada,151901.7,10.39167
4,1995,192899.8,56.130366,-106.34677,4,Canada,167298.4,9.466667
5,1996,204823,56.130366,-106.34677,4,Canada,174108.1,9.608333
6,1997,218449,56.130366,-106.34677,4,Canada,200297.4,9.091667
7,1998,219919.3,56.130366,-106.34677,4,Canada,204328.4,8.291667
8,1999,247680.2,56.130366,-106.34677,4,Canada,219933.3,7.566667
9,2000,288033.6,56.130366,-106.34677,4,Canada,243625.4,6.833333
10,2001,270796.1,56.130366,-106.34677,4,Canada,225823.3,7.225
11,2002,262434.2,56.130366,-106.34677,4,Canada,226915.2,7.666667
12,2003,283893.9,56.130366,-106.34677,4,Canada,244619.3,7.575
13,2004,328598.2,56.130366,-106.34677,4,Canada,279297.3,7.158333
14,2005,370706.7,56.130366,-106.34677,4,Canada,320106,6.758333
15,2006,398459.3,56.130366,-106.34677,4,Canada,356704.4,6.291667
16,2007,430561.9,56.130366,-106.34677,4,Canada,388445.4,6.033333
17,2008,460826,56.130366,-106.34677,4,Canada,418041.2,6.158333
18,2009,322998.8,56.130366,-106.34677,4,Canada,329034.8,8.358333
19,2010,392341.5,56.130366,-106.34677,4,Canada,401707.6,8
20,2011,461550.9,56.130366,-106.34677,4,Canada,461114.7,7.5
21,2012,461855.9,56.130366,-106.34677,4,Canada,475083.4,7.325
22,2013,465335.7,56.130366,-106.34677,4,Canada,473226.1,7.1
23,2014,478549.7,56.130366,-106.34677,4,Canada,474954.6,6.925
24,2015,410921.7,56.130366,-106.34677,4,Canada,428987.7,6.891667
25,2016,309939.472,56.130366,-106.34677,4,Canada,290101.492,7
26,2017,309939.472,56.130366,-106.34677,4,Canada,290101.492,8.010185556
0,1991,57423.8,46.7985624,8.2319736,5,Switzerland,120580.847,1.090451
1,1992,61356.64,46.7985624,8.2319736,5,Switzerland,120580.847,2.563105
2,1993,58607.56,46.7985624,8.2319736,5,Switzerland,56696.37,4.516116
3,1994,66168.22,46.7985624,8.2319736,5,Switzerland,64103.5,4.718465
4,1995,77931.88,46.7985624,8.2319736,5,Switzerland,76919.78,4.232892
5,1996,76269.71,46.7985624,8.2319736,5,Switzerland,74558.17,4.665679
6,1997,72531.27,46.7985624,8.2319736,5,Switzerland,71214.62,5.201972
7,1998,75387.28,46.7985624,8.2319736,5,Switzerland,73852.57,3.840284
8,1999,76147.08,46.7985624,8.2319736,5,Switzerland,75460.97,2.713548
9,2000,74982.89,46.7985624,8.2319736,5,Switzerland,76180.44,1.817696
10,2001,78159.67,46.7985624,8.2319736,5,Switzerland,77115.22,1.700255
11,2002,87518.01,46.7985624,8.2319736,5,Switzerland,82477.99,2.550812
12,2003,100711.8,46.7985624,8.2319736,5,Switzerland,95608.15,3.699937
13,2004,117858.1,46.7985624,8.2319736,5,Switzerland,110273.4,3.8775
14,2005,126067.4,46.7985624,8.2319736,5,Switzerland,119598.2,3.763608
15,2006,141630.5,46.7985624,8.2319736,5,Switzerland,131933.8,3.329363
16,2007,164552,46.7985624,8.2319736,5,Switzerland,152989.4,2.761518
17,2008,191282.7,46.7985624,8.2319736,5,Switzerland,173582.8,2.573798
18,2009,166701.9,46.7985624,8.2319736,5,Switzerland,147749.5,3.71306
19,2010,186094,46.7985624,8.2319736,5,Switzerland,167305.9,3.515203
20,2011,223524.6,46.7985624,8.2319736,5,Switzerland,196994.2,2.836438
21,2012,214064.5,46.7985624,8.2319736,5,Switzerland,188707.8,2.906258
22,2013,217229.8,46.7985624,8.2319736,5,Switzerland,191790.5,3.159694
23,2014,227824.4,46.7985624,8.2319736,5,Switzerland,195538.6,3.0434
24,2015,210811.5,46.7985624,8.2319736,5,Switzerland,172707.6,3.180538
25,2016,214402.2,46.7985624,8.2319736,5,Switzerland,120580.847,3.323926
26,2017,129432.285,46.7985624,8.2319736,5,Switzerland,120580.847,3.177660889
0,1991,8939.725,-35.675147,-71.542969,6,Chile,7442.854,7.877367458
1,1992,10014.19,-35.675147,-71.542969,6,Chile,9269.208,7.877367458
2,1993,9198.405,-35.675147,-71.542969,6,Chile,10207.62,6.501549
3,1994,11702.78,-35.675147,-71.542969,6,Chile,10858.1,7.797124
4,1995,16068.81,-35.675147,-71.542969,6,Chile,14610.68,7.379939
5,1996,16618.07,-35.675147,-71.542969,6,Chile,17683.69,6.508231
6,1997,17874.43,-35.675147,-71.542969,6,Chile,19296.22,6.097341
7,1998,16308.58,-35.675147,-71.542969,6,Chile,18382.19,6.210401
8,1999,17234.42,-35.675147,-71.542969,6,Chile,14775.89,9.95379
9,2000,19243.53,-35.675147,-71.542969,6,Chile,17102.21,9.705062
10,2001,18194.24,-35.675147,-71.542969,6,Chile,16429.12,9.886131
11,2002,18175.73,-35.675147,-71.542969,6,Chile,15802.95,9.819468
12,2003,21671.56,-35.675147,-71.542969,6,Chile,17891.07,9.546695
13,2004,33090.44,-35.675147,-71.542969,6,Chile,22823.13,10.00835
14,2005,41994.82,-35.675147,-71.542969,6,Chile,30550.99,9.320431
15,2006,59207.32,-35.675147,-71.542969,6,Chile,36323.19,7.961301
16,2007,68496.66,-35.675147,-71.542969,6,Chile,44214.48,7.031883
17,2008,64346.37,-35.675147,-71.542969,6,Chile,58325.51,7.762011
18,2009,55372.88,-35.675147,-71.542969,6,Chile,40058.4,10.51498
19,2010,71093.43,-35.675147,-71.542969,6,Chile,55067.9,8.357429
20,2011,81429.27,-35.675147,-71.542969,6,Chile,70459.22,7.205684
21,2012,77927.16,-35.675147,-71.542969,6,Chile,75367.29,6.476504
22,2013,76576.86,-35.675147,-71.542969,6,Chile,74729.31,5.971583
23,2014,74968.62,-35.675147,-71.542969,6,Chile,68668.89,6.319572
24,2015,62257.65,-35.675147,-71.542969,6,Chile,58755.87,6.267303
25,2016,59884.37,-35.675147,-71.542969,6,Chile,55323.48,6.454057
26,2017,39534.24308,-35.675147,-71.542969,6,Chile,33862.287,7.877367458
0,1991,403246.4,51.0834196,10.4234469,7,Germany,415735.3,4.864885
1,1992,430373.7,51.0834196,10.4234469,7,Germany,430845.1,5.764563
2,1993,379936.8,51.0834196,10.4234469,7,Germany,345261.9,6.93137
3,1994,426910.5,51.0834196,10.4234469,7,Germany,380291.4,7.340639
4,1995,523309.5,51.0834196,10.4234469,7,Germany,450541.7,7.091997
5,1996,524467.4,51.0834196,10.4234469,7,Germany,456003.1,7.744785
6,1997,512435.1,51.0834196,10.4234469,7,Germany,446566.7,8.564601
7,1998,543507.7,51.0834196,10.4234469,7,Germany,471562.6,8.107018
8,1999,543265,51.0834196,10.4234469,7,Germany,473632,7.482217
9,2000,550553.2,51.0834196,10.4234469,7,Germany,495614.6,6.874591
10,2001,572395.6,51.0834196,10.4234469,7,Germany,486393.4,6.90132
11,2002,616719.2,51.0834196,10.4234469,7,Germany,490659.1,7.666133
12,2003,752548.2,51.0834196,10.4234469,7,Germany,604687.5,8.770691
13,2004,909316.6,51.0834196,10.4234469,7,Germany,715494.8,9.18157
14,2005,976644.8,51.0834196,10.4234469,7,Germany,779627.9,9.120221
15,2006,1120399,51.0834196,10.4234469,7,Germany,921672,8.080572
16,2007,1321527,51.0834196,10.4234469,7,Germany,1055172,8.532436
17,2008,1451506,51.0834196,10.4234469,7,Germany,1187227,7.409989
18,2009,1119928,51.0834196,10.4234469,7,Germany,926630.3,7.638004
19,2010,1261796,51.0834196,10.4234469,7,Germany,1056222,6.952269
20,2011,1479690,51.0834196,10.4234469,7,Germany,1258102,5.821794
21,2012,1407033,51.0834196,10.4234469,7,Germany,1157631,5.378719
22,2013,1446816,51.0834196,10.4234469,7,Germany,1183729,5.237051
23,2014,1493353,51.0834196,10.4234469,7,Germany,1209755,4.989425
24,2015,1323718,51.0834196,10.4234469,7,Germany,1053751,4.631274
25,2016,883655.828,51.0834196,10.4234469,7,Germany,738112.336,4.130442
26,2017,883655.828,51.0834196,10.4234469,7,Germany,738112.336,6.969560615
0,1991,60171.89,40.463667,-3.74922,8,Spain,73552.55,15.51667
1,1992,64379.67,40.463667,-3.74922,8,Spain,81212.17,17.06667
2,1993,61005.92,40.463667,-3.74922,8,Spain,72404.46,20.83333
3,1994,73607.8,40.463667,-3.74922,8,Spain,89517.81,22.05
4,1995,93344.61,40.463667,-3.74922,8,Spain,115600.7,20.79167
5,1996,102716.5,40.463667,-3.74922,8,Spain,121548.7,19.88333
6,1997,106118.3,40.463667,-3.74922,8,Spain,123664.4,18.38333
7,1998,111371.8,40.463667,-3.74922,8,Spain,136924.7,16.41667
8,1999,111811.1,40.463667,-3.74922,8,Spain,148346.1,13.625
9,2000,114588.3,40.463667,-3.74922,8,Spain,156752.2,11.9
10,2001,116526.6,40.463667,-3.74922,8,Spain,155552,10.56667
11,2002,126133.6,40.463667,-3.74922,8,Spain,166082.3,11.46667
12,2003,156307.3,40.463667,-3.74922,8,Spain,209484.7,11.51667
13,2004,182644.5,40.463667,-3.74922,8,Spain,259308,10.98333
14,2005,192829.4,40.463667,-3.74922,8,Spain,289678.8,9.141667
15,2006,214120.7,40.463667,-3.74922,8,Spain,329943.5,8.466667
16,2007,253393.3,40.463667,-3.74922,8,Spain,390471.7,8.241667
17,2008,279434.9,40.463667,-3.74922,8,Spain,419157.6,11.25833
18,2009,223003.2,40.463667,-3.74922,8,Spain,287667.5,17.88333
19,2010,247769.3,40.463667,-3.74922,8,Spain,318327.3,19.875
20,2011,299820.7,40.463667,-3.74922,8,Spain,366769.7,21.4
21,2012,291035.7,40.463667,-3.74922,8,Spain,332270.8,24.81667
22,2013,313264.2,40.463667,-3.74922,8,Spain,335631.5,26.10833
23,2014,319314.7,40.463667,-3.74922,8,Spain,352661.3,24.45833
24,2015,276582.1,40.463667,-3.74922,8,Spain,304887.9,22.05833
25,2016,175651.8436,40.463667,-3.74922,8,Spain,225496.7356,19.63333
26,2017,180271.0417,40.463667,-3.74922,8,Spain,225496.7356,16.66018485
0,1991,1369.031741,58.595272,25.013607,9,Estonia,8840.908513,1.475
1,1992,1423.454556,58.595272,25.013607,9,Estonia,494.1841,3.725
2,1993,1498.887667,58.595272,25.013607,9,Estonia,829.7352,6.55
3,1994,1184.753,58.595272,25.013607,9,Estonia,1541.859,7.55
4,1995,1586.723,58.595272,25.013607,9,Estonia,2316.757,9.75
5,1996,1725.187,58.595272,25.013607,9,Estonia,2869.963,9.95
6,1997,2136.738,58.595272,25.013607,9,Estonia,3509.541,9.65
7,1998,2528.606,58.595272,25.013607,9,Estonia,3941.064,9.825
8,1999,2385.899,58.595272,25.013607,9,Estonia,3429.137,12.25
9,2000,3172.02,58.595272,25.013607,9,Estonia,4235.032,14.575
10,2001,3314.749,58.595272,25.013607,9,Estonia,4321.765,13
11,2002,3441.948,58.595272,25.013607,9,Estonia,4812.31,11.225
12,2003,4523.107,58.595272,25.013607,9,Estonia,6500.619,10.35
13,2004,5927.205,58.595272,25.013607,9,Estonia,8324.068,10.125
14,2005,7682.941,58.595272,25.013607,9,Estonia,10189.35,8.025
15,2006,9683.854,58.595272,25.013607,9,Estonia,13442.57,5.95
16,2007,10997.68,58.595272,25.013607,9,Estonia,15664.66,4.625
17,2008,12478.44,58.595272,25.013607,9,Estonia,16092.87,5.45
18,2009,9060.871,58.595272,25.013607,9,Estonia,10162.53,13.6
19,2010,11585.08,58.595272,25.013607,9,Estonia,12268.28,16.7
20,2011,16702.02,58.595272,25.013607,9,Estonia,17725.35,12.325
21,2012,16094.13,58.595272,25.013607,9,Estonia,18149.01,9.975
22,2013,16344.12,58.595272,25.013607,9,Estonia,18498.19,8.6
23,2014,15936.69,58.595272,25.013607,9,Estonia,18302.43,7.325
24,2015,12842.75,58.595272,25.013607,9,Estonia,14560.53,6.15
25,2016,7787.977773,58.595272,25.013607,9,Estonia,8840.908513,8.822115385
26,2017,8088.124353,58.595272,25.013607,9,Estonia,8840.908513,8.822115385
0,1991,23051.05,61.92411,25.748151,10,Finland,18646.45,6.666424
1,1992,23911.01,61.92411,25.748151,10,Finland,21083.66,11.79683
2,1993,23385.88,61.92411,25.748151,10,Finland,20597.52,16.38421
3,1994,29658.27,61.92411,25.748151,10,Finland,24450.29,16.53442
4,1995,40202.03,61.92411,25.748151,10,Finland,28641.55,15.42648
5,1996,40515.27,61.92411,25.748151,10,Finland,30729.04,14.58738
6,1997,40950.12,61.92411,25.748151,10,Finland,30604.58,12.6308
7,1998,43188.61,61.92411,25.748151,10,Finland,32392.15,11.35479
8,1999,41703.37,61.92411,25.748151,10,Finland,31621.33,10.19669
9,2000,45479.29,61.92411,25.748151,10,Finland,33991.73,9.774099
10,2001,42814.49,61.92411,25.748151,10,Finland,32195,9.133711
11,2002,44637.22,61.92411,25.748151,10,Finland,33711.46,9.070981
12,2003,52489.09,61.92411,25.748151,10,Finland,41634.58,9.006988
13,2004,60962.89,61.92411,25.748151,10,Finland,50660.72,8.803881
14,2005,65162.01,61.92411,25.748151,10,Finland,58391.62,8.387576
15,2006,77127.62,61.92411,25.748151,10,Finland,69327.7,7.694701
16,2007,89899.11,61.92411,25.748151,10,Finland,81632.66,6.859659
17,2008,97007.37,61.92411,25.748151,10,Finland,92237.35,6.35615
18,2009,62702.54,61.92411,25.748151,10,Finland,60807.95,8.267343
19,2010,69275.88,61.92411,25.748151,10,Finland,68661.8,8.369812
20,2011,79345.12,61.92411,25.748151,10,Finland,84239.32,7.757113
21,2012,73290.39,61.92411,25.748151,10,Finland,76678.29,7.695041
22,2013,74547.49,61.92411,25.748151,10,Finland,77637,8.179882
23,2014,74369.62,61.92411,25.748151,10,Finland,76865.08,8.662605
24,2015,59785.49,61.92411,25.748151,10,Finland,60512.59,9.375187
25,2016,55018.4492,61.92411,25.748151,10,Finland,49518.0568,8.780817
26,2017,56297.14517,61.92411,25.748151,10,Finland,49518.0568,9.661359222
0,1991,230212.8,46.227638,2.213749,11,France,224110,7.8
1,1992,246643.4,46.227638,2.213749,11,France,230560,8.65
2,1993,211831.9,46.227638,2.213749,11,France,196479,9.65
3,1994,236750.5,46.227638,2.213749,11,France,226217,10.25
4,1995,284692.9,46.227638,2.213749,11,France,271186,9.675
